bhk,price,size,location
3,66.2,1278,KHANAPARA
3,47,1370,JAYANAGAR
3,66.3,853,PANJABARI
3,66.9,1293,KHANAPARA
3,69.2,1338,KHANAPARA
3,69.9,1352,KHANAPARA
2,58.5,780,BELTOLA
1,35.1,665,JALUKBARI
1,36.3,690,JALUKBARI
2,47.6,925,JALUKBARI
2,48.3,940,JALUKBARI
2,48.7,950,JALUKBARI
3,92,2000,GUWAHATI
2,41.7,1043,MALIGAON
3,78,1300,CHRISTIAN BASTI
3,105,1570,GUWAHATI
4,90,1450,AMBIKAGIRINAGAR
4,105,1400,NARIKAL BARI
2,51.9,1020,JALUKBARI
2,52.5,1035,JALUKBARI
2,53.2,1050,JALUKBARI
3,55.7,1100,JALUKBARI
3,64.2,1290,JALUKBARI
3,65.9,1330,JALUKBARI
3,70,1420,JALUKBARI
1,24,540,KHANAPARA
2,40,800,KAHILIPARA
3,74.4,1369,BELTOLA
3,45.1,1252,LOKHRA
3,50.1,1100,KHANAPARA
3,54.1,1194,KHANAPARA
3,55.1,1204,KHANAPARA
3,45,850,SIX MILE
2,36.1,1003,LOKHRA
3,58.9,1280,LALMATI
3,55,1000,SIX MILE
3,63.9,1310,VIP ROAD
3,53.1,853,LANKESHWAR
3,38,700,KAHIKUCHI
3,68.1,1393,KAHILIPARA
3,70.7,1437,KAHILIPARA
2,56.4,698,KAHILIPARA
2,45.9,644,JALUKBARI
3,67,1293,KHANAPARA
3,69.2,1338,KHANAPARA
3,70,1290,CHANDMARI
4,95.9,1869,KHANAPARA
3,69.9,1352,KHANAPARA
3,82.2,1597,KHANAPARA
3,48.1,920,SATGAON
3,83.1,1614,KHANAPARA
3,85,1300,VIP ROAD
2,52.2,1015,KAHILPARA
2,52.8,1029,KAHILPARA
3,67,1344,KAHILPARA
3,68.7,1383,KAHILPARA
3,75.1,1525,KAHILPARA
3,47,960,JALUKBARI
3,67,1000,CHANDMARI
3,75.4,1530,KAHILPARA
3,75.8,1540,KAHILPARA
3,49,920,LAL GANESH
2,47.3,1050,GHORAMARA
3,66,1100,LACHIT NAGAR
4,100,2400,CHANDMARI
3,67,1375,VIP ROAD
2,53.8,800,PATOR KUCHI
3,54.8,1174,PANJABARI
2,40.7,860,PANJABARI
3,53.8,1222,BETKUCHI
3,49,1114,BETKUCHI
3,90.7,1930,BETKUCHI
3,60.5,1210,BETKUCHI
3,54,1280,KAHILIPARA
3,53,1000,KAHILIPARA
3,55,1249,BETKUCHI
3,170,2900,BELTOLA
3,53.8,1222,BETKUCHI
3,90.8,1930,BETKUCHI
4,132,2646,BETKUCHI
4,132,2646,BETKUCHI
3,67.5,1265,BAGHARBARI
2,38.3,850,KAHILIPARA
2,48,700,KAMAKHYA NAGAR
2,32,43,DHARAPUR
3,52,1000,HATIGAON
3,60,1100,VIP ROAD
3,67.7,1353,KHANAPARA
3,71.2,1582,DHIRENPARA
3,85.8,1650,BIRUBARI
3,74.2,1400,LALMATI
3,95,1320,KALA PAHAR
3,55.5,1050,VIP ROAD
2,38.3,850,SIX MILE
3,92,1240,GUWAHATI
1,23.4,498,BETKUCHI
2,37.9,861,BETKUCHI
2,37.9,861,BETKUCHI
3,55,1249,BETKUCHI
3,50,1020,GANDHI BASTI
4,91.2,2263,LOKHRA
3,99.4,1775,GANESHGURI
3,84,1250,BASISTHA
3,52,966,BARSAPARA
3,78,1325,PATOR KUCHI
2,58.2,1163,LAL GANESH
2,52.3,1045,BELTOLA
3,63.5,1270,BELTOLA
3,70,1357,BORSOJAI
3,88.2,1521,RAJGARH ROAD
3,35,800,MALIGAON
3,63.6,1380,KAHILIPARA
4,70.6,1411,LAL GANESH
2,42.6,1120,JALUKBARI
3,49.4,1300,JALUKBARI
3,65,1400,RUKMINI GAON
2,43.7,600,PATOR KUCHI
2,38.6,1015,JALUKBARI
2,45,1000,BORBARI
2,39.1,911,KHANAPARA
4,95,1700,DOWNTOWN
3,55,950,SIX MILE
2,40,800,BHETAPARA
2,49.3,660,BHANGAGARH
2,35,850,MALIGAON
2,35,700,LAL GANESH
3,115,1400,SIX MILE
3,44.1,1158,KHANAPARA
3,65,1000,DOWNTOWN
2,28,600,HATIGAON
2,39.6,880,GARCHUK
3,65,1000,HENGRABARI
3,72.1,1030,BELTOLA
4,220,2016,RUPNAGAR
2,34,680,ODALBAKRA
3,64,955,PANJABARI
3,55,1010,JALUKBARI
4,174,2687,BELTOLA
2,33,800,GUWAHATI
3,70,1100,ZOO ROAD
3,49.5,1337,JALUKBARI
2,26,1000,KAHILIPARA
2,39.1,911,KHANAPARA
3,44.5,1201,KHANAPARA
3,44.6,1201,KHANAPARA
3,44.6,1201,KHANAPARA
3,44,1158,KHANAPARA
3,44.1,1158,KHANAPARA
3,70,1260,PANDU
3,83.4,1525,KAHILIPARA
2,60,850,SURVEY
2,59,1200,SARUSAJAI
2,52.5,950,BHETAPARA
3,60.5,1150,VIP ROAD
3,45,1000,JYOTIKUCHI
2,31,900,DISPUR
2,36.2,812,NOONMATI
3,57.9,890,ADABARI
3,75,1312,DHARAPUR
4,90,2400,GOTANAGAR
3,74.1,1484,BELTOLA
3,67,1000,PALTAN BAZAAR
2,48.8,1161,KAHILIPARA
2,50,640,LOKHRA
3,75,2500,LOKHRA
2,43.2,900,BELTOLA
3,67.7,969,BHETAPARA
3,65,1100,BELTOLA
2,55,1180,GEETANAGAR
3,75,1140,BHANGAGARH
3,100,1378,GS ROAD
3,95,955,KAHILPARA
3,58.8,1306,GARCHUK
3,46.9,835,JALUKBARI
3,55.7,761,JALUKBARI
3,56.5,1195,GANESHGURI
3,70.3,1070,BAMUNIMAIDAM
2,50,760,LACHIT NAGAR
2,36,650,GOTANAGAR
2,42,800,HATIGAON
2,45,620,HATIGAON
2,72,838,BORSOJAI
3,59.8,882,BELTOLA
3,69,1456,VIP ROAD
3,88,1350,BELTOLA
2,51,914,KAHILIPARA
3,148,2188,ZOO ROAD
3,55,895,JALUKBARI
2,55,850,BELTOLA
1,23.4,498,BETKUCHI
3,88,1600,SIX MILE
2,55,973,KAHILIPARA
3,46,1050,GOTANAGAR
3,72.1,1067,BELTOLA
3,83.4,1529,KAHILIPARA
3,63,1400,SIX MILE
2,43,870,GOTANAGAR
2,53,900,LAL GANESH
2,49.7,994,KAHILIPARA
2,52.3,1028,KAHILIPARA
3,95,1500,BHETAPARA
3,50,882,LAL GANESH
3,61,1311,SIX MILE
3,60,1050,GHORAMARA
3,61.2,895,BELTOLA
3,63.4,819,PANJABARI
3,62,915,PANJABARI
2,56.8,904,GEETANAGAR
2,52.8,1056,KHANAPARA
2,55.1,1002,ZOO ROAD
3,49,1000,PANJABARI
4,74.7,1661,KAHILIPARA
2,45,900,DOWNTOWN
3,48,1000,BELTOLA
3,60.9,1449,KAHILIPARA
3,45,1050,JANAKPUR
3,98.5,1058,RUKMINI GAON
3,49,1114,BETKUCHI
3,60.5,1210,BETKUCHI
2,37,850,SATGAON
3,50,1100,SATGAON
3,45,1000,SATGAON
2,42,980,KAHILIPARA
2,50.7,860,BHANGAGARH
3,61.8,948,ULUBARI
2,58.8,1130,BIRUBARI
3,105,1681,KAHILPARA
3,52,1055,JALUKBARI
3,50,1200,SIX MILE
3,66.2,1278,KHANAPARA
2,58.2,1140,BELTOLA
3,68,900,DISPUR
3,60,1100,CHANDMARI
4,170,2880,BELTOLA
3,60,1510,NARENGI TINALI
3,75,1400,RUKMINI GAON
3,50,1280,PATHAR QUARRY
6,195,2700,GUWAHATI
1,23.7,453,JALUKBARI
4,74.3,1069,KAHILIPARA
3,53.9,782,KAHILIPARA
3,51.8,949,JALUKBARI
2,40.8,795,JALUKBARI
2,41.6,741,JALUKBARI
2,40.7,872,KAHILIPARA
2,33.8,685,LOKHRA
3,45.3,918,LOKHRA
3,56.6,1011,DOWNTOWN
1,19.2,320,DOWNTOWN
2,40.8,780,DOWNTOWN
3,52.5,861,LOKHRA ROAD
2,48.2,738,BHASKAR NAGAR
4,69.9,1080,BHASKAR NAGAR
3,59.4,929,BHASKAR NAGAR
1,18.5,300,BARSAPARA
3,60.8,1015,HATIGAON
2,48.5,730,ULUBARI
3,59.6,1018,LAKHIMI NAGAR
3,63.6,1158,HATIGAON
3,52.7,980,HATIGAON
3,60.6,1090,HATIGAON
2,33.5,700,JYOTIKUCHI
1,16.9,350,JYOTIKUCHI
2,29.2,670,JYOTIKUCHI
1,18.2,380,JYOTIKUCHI
2,44.6,793,LAL GANESH
2,43,764,LAL GANESH
2,39.7,706,LAL GANESH
3,51.8,980,BHASKAR NAGAR
2,44.4,825,BHASKAR NAGAR
3,53.3,1110,SAWKUCHI
2,37.4,661,BIRUBARI
3,51.6,834,LOKHRA
2,37.2,700,LOKHRA
3,55,1400,AZARA
3,118,1914,RUPNAGAR
3,120,1949,RUPNAGAR
4,90,1545,GANESHGURI
2,39,911,KHANAPARA
3,57.8,1445,JYOTI NAGAR
3,73.9,1355,MANPARA
3,80.3,1495,MANPARA
4,155,1700,REHABARI
3,75,1280,VIP ROAD
3,65.8,1170,KAHILIPARA
3,56.1,980,DHIRENPARA
3,69.6,1217,DHIRENPARA
2,46.2,886,PANJABARI
3,67,1210,PANJABARI
3,104,1613,ATHGAON
3,65,900,VIP ROAD
3,98.5,1440,RUKMINI GAON
3,55,1038,JALUKBARI
3,37,924,KAHIKUCHI
3,42.2,945,DHARAPUR
2,28.1,695,KAHIKUCHI
3,46.6,1068,KAHIKUCHI
3,47,934,DHARAPUR
2,32.5,708,DHARAPUR
2,33.2,683,KAHIKUCHI
3,40.9,935,DHARAPUR
2,27.3,640,KAHIKUCHI
3,38.8,797,DHARAPUR
3,42.7,1052,KAHIKUCHI
2,36,708,DHARAPUR
2,27.4,585,KAHIKUCHI
3,52.5,1250,LOKHRA ROAD
2,59.9,1248,GS ROAD
2,39,1000,BASISTHA
3,67.4,1170,NALAPARA
2,49.4,720,SIX MILE
3,65.1,1065,LALMATI
2,35,800,LANKESHWAR
2,40,710,NOONMATI
3,58.3,1056,DHARAPUR
3,63.6,851,BHANGAGARH
2,34.7,913,LOKHRA
2,52,1020,BHETAPARA
2,55,943,HATIGAON
3,85,1700,ZOO ROAD
3,50.6,1100,BARSAPARA
3,62.7,829,HATIGAON
3,80,1240,CHANDMARI
3,48.2,1203,LANKESHWAR
3,31.9,840,AHOM GAON
3,49.5,1250,BETKUCHI
3,51.5,1125,DAKHINGAON
3,58.4,1254,HENGRABARI
3,56,1200,KALA PAHAR
4,90.2,1800,NARIKAL BARI
3,94.7,987,KUMARPARA
3,59.3,899,GARCHUK
4,127,1877,KALA PAHAR
2,50.7,736,BELTOLA
3,50,1023,DWARAKA NAGAR
3,77.5,1240,BELTOLA
3,70,974,BAMUNIMAIDAM
2,54,610,UZAN BAZAR
3,83.1,1005,ZOO ROAD
3,51.8,909,JALUKBARI
3,42.1,584,JALUKBARI
3,86.2,1022,DISPUR
3,74,909,BELTOLA
3,59.2,924,GOTANAGAR
3,89.9,1136,LAL GANESH
3,68.3,890,ADABARI
3,78.3,1036,UZAN BAZAR
3,62.3,852,JALUKBARI
3,73.5,965,ZOO ROAD
3,68.3,973,GANESHGURI
3,52,755,MALIGAON
3,51.4,989,BIRUBARI
3,76.2,1354,GEETANAGAR
4,126,2353,GEETANAGAR
3,57.8,1242,GANESHPARA
3,74.6,1440,PANJABARI
3,74.7,1494,ZOO ROAD
3,74.7,1493,ZOO ROAD
3,72,1500,LAL GANESH
3,72,1500,LAL GANESH
3,53,1315,JYOTIKUCHI
3,52,1291,JYOTIKUCHI
3,48,1185,JYOTIKUCHI
2,42,1021,JYOTIKUCHI
4,95.1,1868,KHANAPARA
2,60,720,REHABARI
3,47.6,1252,GARCHUK
3,83.4,1525,KAHILIPARA
2,86.6,1369,ZOO ROAD
3,69.9,1308,BELTOLA
3,77.2,1103,DISPUR
2,42.9,647,JALUKBARI
3,41.6,643,LANKESHWAR
3,74.5,878,BIRUBARI
3,70.5,831,JATIA
3,68.6,928,SIX MILE
3,119,1175,ULUBARI
3,81.2,1429,KAHILPARA
3,61.3,793,BEHARBARI CHARIALI
3,95,955,ADABARI
3,75.4,855,SIX MILE
3,146,1262,ZOO ROAD
3,45.9,851,DHIRENPARA
3,55.9,974,JALUKBARI
1,20.8,362,JALUKBARI
3,52,1250,DHARAPUR
3,55,1300,GHORAMARA
3,55,1300,GHORAMARA
2,45.6,912,KAHILIPARA
2,33.6,661,JYOTIKUCHI
3,55.6,980,LOKHRA ROAD
3,45.4,843,GANDHI BASTI
2,36.4,675,GANDHI BASTI
3,55.1,955,KALA PAHAR
3,56.2,973,KALA PAHAR
2,34.3,602,BELTOLA
3,63.6,989,PANJABARI
3,57.4,877,BISHNUPUR
3,45.7,866,DAKHINGAON
3,53.9,1100,SIX MILE
3,43.8,793,JYOTIKUCHI
2,35.2,656,JYOTIKUCHI
2,43.5,782,PANJABARI
2,38.7,720,GANDHI BASTI
2,45.5,698,ADABARI
3,75,1140,LACHIT NAGAR
3,64.3,1100,BAGHARBARI
3,45.3,1245,NALAPARA
3,52,900,LAL GANESH
2,49,710,NOONMATI
2,53.6,890,HATIGAON
3,72.8,1185,HATIGAON
3,72.8,1180,BELTOLA
2,53.6,890,BELTOLA
3,66.3,1020,BELTOLA
3,65,1200,BAMUNIMAIDAM
2,51.4,922,JATIA
2,41.2,741,ODALBAKRA
2,42.1,709,ODALBAKRA
3,54.5,1000,LAL GANESH
2,51.8,920,LOKHRA
3,63.8,1074,BAMUNIMAIDAM
3,87.8,1170,BHETAPARA
3,59.8,1088,KAHILIPARA
3,53,952,JANAKPUR
3,69.3,951,VIP ROAD
3,86.9,996,KHARGHULI HILLS
4,126,1440,GEETANAGAR
3,94.1,1420,ZOO ROAD
3,50.7,1126,KHANAPARA
3,49.5,920,MALIGAON
3,96.6,1103,CHANDMARI
2,38.9,738,LAL GANESH
2,39,781,SIX MILE
4,241,3425,REHABARI
3,85.4,1289,CHANDMARI
3,71.6,1168,JYOTI NAGAR
3,65,1143,GUWAHATI
3,42.5,1053,AZARA
3,103,1348,UZAN BAZAR
3,53.1,1328,AHOM GAON
5,169,2778,BHANGAGARH
3,65.7,1051,NAYANPUR
3,68.8,1188,BELTOLA
3,53.1,1328,GARCHUK
3,53,900,KHANAPARA
3,49.5,1175,AHOM GAON
3,67.6,1463,BORSOJAI
2,38.1,890,GARCHUK
3,51,1330,AHOM GAON
3,85,1583,GANESHGURI
2,36,950,AHOM GAON
3,70.56,1470,HENGRABARI
3,56,1317,LOKHRA
3,78,1425,LACHIT NAGAR
3,55,1170,LALMATI
2,45,1000,LALMATI
3,90,1650,NARENGI TINALI
6,250,5480,BAMUNIMAIDAM
3,45.56,1114,AHOM GAON
3,42.64,1040,JALUKBARI
3,56.3,1320,KAHILIPARA
4,122,1880,ZOO TINIALI
2,43,1020,GHORAMARA
3,55,1500,BARSAPARA
3,58.8,1400,KAHILIPARA
2,42,1050,ULUBARI
3,47,913,DHARAPUR
2,34.44,861,AHOM GAON
3,49.96,1249,AHOM GAON
4,154,2646,JALUKBARI
3,70,1320,SARANIA HILLS
3,70,1320,ULUBARI
3,97.5,1500,ULUBARI
3,57,1250,HATIGAON
3,65,1453,SIX MILE
3,67,1506,SIX MILE
3,59,1413,LOKHRA
3,55.35,1350,KAHILIPARA
3,59,1256,GANESHGURI
3,63,1045,SATGAON
3,65,1388,BHETAPARA
3,88,1400,BELTOLA
2,32,700,DISPUR
1,22.05,630,AZARA
3,62.1,1380,KAHILIPARA
3,60.65,1213,ZOO TINIALI
3,55.13,1137,BELTOLA
3,61.57,1310,CHANDMARI
3,51.87,1365,JALUKBARI
3,73,1325,BELTOLA
3,52.5,1250,LAL GANESH
2,38.11,886,KAHILIPARA
2,49.5,1100,GEETANAGAR
3,58.36,1191,KALA PAHAR
3,72,1300,HATIGAON
2,53.74,1014,CHANDMARI
2,42.75,900,BARSAPARA
3,68.83,1147,BELTOLA
2,54,1200,SARUSAJAI
3,53.78,1195,SARUMOTORIA
2,43.2,950,BASISHTA
3,72.81,1583,HENGRABARI
2,43.04,1001,NAYANPUR
3,51.98,1155,HENGRABARI
3,68,1450,GANESHGURI
4,77.5,1350,KAHILIPARA
3,59.5,1150,KAHILIPARA
2,48.33,1124,SIX MILE
2,68.1,1362,BELTOLA
3,1.5,2000,PALTAN BAZAAR
2,7,1380,SIX MILE
2,4.5,1050,SIX MILE
5,350,6080,KAHILIPARA
5,350,3800,KHANAPARA
8,250,3000,GHORAMARA
2,45,1160,LAL GANESH
8,250,4000,HATIGAON
2,5.5,1340,JYOTIKUCHI
2,5.5,1340,UZAN BAZAR
2,47,1023,BELTOLA
4,180,3000,BELTOLA
3,62.28,1384,BAGHARBARI
2,5.5,1340,TARUN NAGAR
8,250,3500,HATIGAON
3,60,1350,CHANDMARI
3,140,1560,JYOTIKUCHI
3,63,1135,GEETANAGAR
3,140,1560,JYOTIKUCHI
3,140,1560,JYOTIKUCHI
3,140,1580,JYOTIKUCHI
3,75,1551,KHANAPARA
2,56,1248,BHANGAGARH
4,125,2771,KAHILIPARA
4,117,2130,BHETAPARA
3,52.47,1166,AZARA
3,75,1430,ULUBARI
3,61.5,1230,SARANIA HILLS
3,130,2050,BHANGAGARH
3,50,1250,LOKHRA
3,65,1500,GHORAMARA
3,71,1500,KHANAPARA
3,85,1300,LALMATI
3,55,1250,JYOTIKUCHI
2,52,1100,BARBARI VILLAGE
2,32,950,KAHILIPARA
3,135,1792,ZOO TINIALI
3,64,1510,MATHGHARIA
3,75,1500,BASISHTA
3,140,2010,FATASIL AMBARI
2,40,900,KAHILIPARA
3,85,1350,REHABARI
2,4.8,1050,PALTAN BAZAAR
3,135,2010,FATASIL AMBARI
2,63,1266,LAL GANESH
3,71,1490,LAL GANESH
3,55,1150,REHABARI
3,68,1340,KALA PAHAR
4,500,3500,PALTAN BAZAAR
2,9,1250,PALTAN BAZAAR
3,5.5,1350,MALIGAON
2,5,1000,ATHGAON
3,135,1820,FATASIL AMBARI
4,250,3000,BHARALUMUKH
2,3.5,850,KALA PAHAR
2,9.6,1500,PALTAN BAZAAR
4,100,2000,PALTAN BAZAAR
2,5.5,1150,FATASIL HILLS
2,3.7,1150,KALA PAHAR
3,7.5,1250,PALTAN BAZAAR
2,4,1150,KAHILIPARA
3,135,1800,FATASIL AMBARI
2,48.38,1152,KAHILIPARA
2,55,1200,CHANDMARI
2,56.7,1134,DISPUR
3,75,1581,HATIGAON
3,61.02,1356,BAGHARBARI
3,54,1200,BAGHARBARI
1,28,800,SIX MILE
3,77,1350,MATHGHARIA
3,49.01,1181,LOKHRA
2,47,990,LALMATI
3,66,1300,GHORAMARA
2,37,800,RUKMINI GAON
2,35,800,LAL GANESH
3,79,1550,GANESHGURI
3,62,1170,KALA PAHAR
3,140,4320,DAKSHINGAON
1,32.5,660,SIX MILE
9,275,7200,BELTOLA
4,196,3200,BHANGAGARH
3,67,1200,REHABARI
2,55,1200,LACHIT NAGAR
2,48,950,GHORAMARA
1,33,650,BHETAPARA
3,50,1250,SARUSAJAI
1,27,560,LAL GANESH
2,38,750,KAHILIPARA
4,105,1778,SIX MILE
4,330,4300,SIX MILE
2,50,1280,HATIGAON
4,140,2010,CHANDMARI
3,135,2000,FATASIL AMBARI
3,135,2000,FATASIL HILLS
3,140,1860,FATASIL AMBARI
2,37,750,LOKHRA
3,52.85,983,MALIGAON
3,51,1150,SARANIA HILLS
2,47,1150,NOONMATI
6,225,3888,ZOO TINIALI
3,79,1550,NOONMATI
3,285,7200,BELTOLA
1,32,660,SIX MILE
2,74.76,1246,BHETAPARA
3,89.04,1590,BHETAPARA
5,115,5000,GHORAMARA
2,68.69,1321,GEETANAGAR
4,165,3600,HENGRABARI
2,46,1000,BHANGAGARH
2,43,850,PATOR KUCHI
3,75,1105,GHORAMARA
2,38.4,960,BASISHTA
3,54,1200,KALA PAHAR
2,49,1150,LOKHRA
3,72,1366,BAMUNIMAIDAM
3,69.85,1117,CHANDMARI
3,56.58,981,ZOO TINIALI
3,46,1150,DAKSHINGAON
3,54.2,1355,DAKSHINGAON
1,32,790,BIKASH NAGAR
2,64.81,909,CHANDMARI
3,79,1565,ZOO TINIALI
5,135,3600,SARANIA HILLS
5,130,2016,MILAN NAGAR
3,145,2050,CHANDMARI
3,77,1460,BORBARI
2,60,1087,KAHILIPARA
3,52,1195,TETELIA
3,49,945,AHOM GAON
3,55,1360,GARCHUK
3,73,1365,HENGRABARI
3,105,1855,BORMOTORIA
3,65,1450,BORMOTORIA
3,58.56,1220,HATIGAON
3,60,1330,KALA PAHAR
2,40,700,RBI COLONY
3,105,1340,TARUN NAGAR
2,40,800,BARSAPARA
3,65,1375,HENGRABARI
2,35,750,NOONMATI
3,130,1705,KHANAPARA
4,90,2600,BAMUNIMAIDAM
4,122,1850,GEETANAGAR
4,122,1860,ZOO TINIALI
2,55,950,BELTOLA
3,56,1256,LOKHRA
3,110,5000,KAHILIPARA
2,45,820,BHANGAGARH
3,98,1500,TARUN NAGAR
3,98,1800,CHRISTIAN BASTI
3,61,1100,SARUMOTORIA
2,47,770,LOKHRA
3,58,1350,DISPUR
3,73,1216,ADABARI
3,65,1350,BELTOLA
3,105,1700,DISPUR
3,60,1200,KAHILIPARA
3,72,1506,BAGHARBARI
3,80,1280,BELTOLA
4,210,2529,ZOO TINIALI
3,62,1350,CHANDMARI
3,90,1100,LOKHRA
2,62.7,1045,JAPORIGOG
3,62.05,1349,CHANDMARI
4,95,1550,ZOO TINIALI
2,55,850,BORMOTORIA
2,50,834,BASISHTA
3,73,1480,TARUN NAGAR
