bhk,price,size,location
2,65,1000,CHRISTIAN BASTI
3,60,1400,TETELIA
2,70,1200,BHANGAGARH
3,90,1200,LACHIT NAGAR
3,65,1340,BORMOTORIA
2,50,1200,HATIGAON
2,34,989,DHARAPUR
3,110,1564,KHANAPARA
2,31,750,DISPUR
2,35,700,KALA PAHAR
3,105,1680,UZAN BAZAR
3,68.18,1165,HATIGAON
3,52.56,1073,KAHILIPARA
3,45,1400,MALIGAON
2,43,1050,LAL GANESH
2,44,1050,KAHILIPARA
3,67.5,1265,BAGHARBARI
3,130,2600,BELTOLA
3,130,2600,BELTOLA
2,45.5,850,CHANDMARI
3,66,1400,SARANIA HILLS
3,67.2,1400,BORMOTORIA
3,75,1261,KHANAPARA
3,65,1400,KHANAPARA
3,68,1325,DISPUR
3,70,1440,BAMUNIMAIDAM
3,74,1380,GANESHGURI
3,74,1400,GANESHGURI
3,72,1518,SIX MILE
3,60,930,MALIGAON
2,35,800,CHANDMARI
3,90,1450,ULUBARI
2,45,1124,BORBARI
2,45,1000,KAHILIPARA
3,70,1300,BELTOLA
1,28,650,BORMOTORIA
2,45,960,BORMOTORIA
4,80,1560,SIX MILE
4,75.92,1460,BORMOTORIA
3,67.06,1397,CHANDMARI
3,84,1680,GEETANAGAR
3,55.87,1164,LALMATI
2,68,1357,LALMATI
3,105,1400,DHARAPUR
3,42,913,AZARA
3,59,1245,BORMOTORIA
3,52,1210,MALIGAON
3,75,1312,JALUKBARI
3,60,1400,KALA PAHAR
3,50,1312,JALUKBARI
3,135,1792,ZOO TINIALI
4,155,2500,DISPUR
5,61,2100,BARSAPARA
4,100,2200,CHANDMARI
2,40,880,LAL GANESH
4,70,2042,AZARA
2,52,1100,BELTOLA
3,55,3000,GHORAMARA
3,68,1357,LALMATI
4,150,3600,BORJHAR
2,55,1200,TARUN NAGAR
4,92,2200,HENGRABARI
2,38,843,SARUSAJAI
2,38,843,SARUSAJAI
2,62.5,1040,KHANAPARA
3,71,1340,KHANAPARA
3,78,1353,RUKMINI GAON
3,45,1500,CHRISTIAN BASTI
9,570,6000,RUKMINI GAON
1,21.5,455,LAL GANESH
1,21.5,455,LAL GANESH
3,42,1200,KAHILIPARA
2,35,800,DHIRENPARA
3,34.98,1060,AZARA
2,28.45,854,DHARAPUR
3,58,1400,ULUBARI
2,46.46,1056,LAL GANESH
2,53.1,1180,KHANAPARA
3,68,1390,PATHAR QUARRY
3,55,1264,BAMUNIMAIDAM
2,51.98,1155,KHANAPARA
3,76.25,1650,KHANAPARA
3,51.75,1150,BORMOTORIA
3,45.38,948,BORJHAR
3,56.38,1170,KAHILIPARA
3,41.53,932,LOKHRA
3,67.72,1477,BHETAPARA
3,80.6,1550,GANESHGURI
3,61.2,1360,LAL GANESH
3,61.36,1180,BELTOLA
3,59.99,1350,KALA PAHAR
3,75,1500,BHANGAGARH
3,51.6,1200,GANESHGURI
3,50,1100,KALA PAHAR
2,50,1150,KAHILIPARA
4,180,2681,BELTOLA
3,58,1216,BORBARI
3,67,1387,BORBARI
3,55,1350,HATIGAON
2,48,1250,BARBARI VILLAGE
2,48,1150,KAHILIPARA
3,62.1,1350,HATIGAON
1,20,450,KAHILIPARA
3,50.28,1125,GARCHUK
3,55.76,1360,AHOM GAON
3,48,1250,JYOTIKUCHI
3,51.18,1147,GARCHUK
3,49.17,1098,GARCHUK
3,53.47,1203,GARCHUK
3,54.4,1360,GARCHUK
3,48,1200,LOKHRA
2,32.6,930,GARCHUK
3,90,1500,TARUN NAGAR
3,70,1344,SIX MILE
2,39.5,1000,KAHILIPARA
3,31,1182,AZARA
3,45,1260,AHOM GAON
2,37,850,MALIGAON
2,41,950,ADABARI
3,75,1450,BELTOLA
3,58,1245,SIX MILE
3,54,1150,BELTOLA
3,48,1850,BORMOTORIA
2,36,1250,JALUKBARI
7,250,5480,NOONMATI
3,46,1350,LOKHRA
3,95,1563,BHANGAGARH
3,96,1650,GANESHGURI
3,98,1700,GANESHGURI
2,40,852,SIX MILE
2,45,900,BORBARI
3,62,1600,KHANAPARA
2,48,1100,GEETANAGAR
3,55,1300,LOKHRA
3,67,1080,DISPUR
2,40,1000,HATIGAON
3,58,1200,BHANGAGARH
3,54.28,1188,FATASIL AMBARI
3,62,1300,SONAIGHULI
3,65,1300,DISPUR
2,46,900,SIX MILE
3,57,1250,JALUKBARI
3,46,1315,LOKHRA
3,52,1300,LOKHRA
2,44,900,SIX MILE
3,80,1740,NARENGI TINALI
3,56.63,1385,AHOM GAON
3,52.08,1085,LAL GANESH
2,44,902,HATIGAON
3,62,1387,BASISHTA
3,90,2250,RUKMINI GAON
2,44,1050,SIX MILE
3,105,1726,CHRISTIAN BASTI
2,43,981,GARCHUK
3,52.26,1270,AHOM GAON
3,45,1250,MALIGAON
2,44,902,HATIGAON
3,65,1352,HATIGAON
2,41,1078,LOKHRA
2,47,1000,HATIGAON
2,42,770,BELTOLA
3,53,1360,AHOM GAON
2,45,1600,HATIGAON
2,45,1100,NARENGI TINALI
2,41,1000,HATIGAON
3,85.3,1741,SIX MILE
2,46.55,1058,HATIGAON
3,60,1200,KALA PAHAR
3,51.18,1147,GARCHUK
3,49.17,1098,GARCHUK
3,53.47,1203,GARCHUK
3,50.28,1125,GARCHUK
3,47,1167,BORMOTORIA
3,65,1600,DHARAPUR
3,40,1200,HATIGAON
2,57.5,1050,BIRUBARI
2,45,1040,JALUKBARI
2,43.5,990,LALMATI
3,45,2200,BAMUNIMAIDAM
2,45,1050,REHABARI
3,65,1400,KAHILIPARA
3,65,1700,BARBARI VILLAGE
3,85,1400,ZOO TINIALI
3,75,1468,TARUN NAGAR
1,35,650,ZOO TINIALI
2,40,1080,LAL GANESH
3,115,1668,SILPHUKURI
2,48,1056,SIX MILE
3,81.6,1360,BORMOTORIA
6,210,5184,KHANAPARA
3,82,1483,SIX MILE
2,45,1050,GARCHUK
3,68,1283,ZOO TINIALI
4,298,3970,DISPUR
4,117,2345,LAL GANESH
3,62,1200,GEETANAGAR
3,147,1965,DISPUR
3,91.8,1985,TARUN NAGAR
3,55.9,1300,REHABARI
2,80.6,1240,SARUSAJAI
2,49.05,1001,REHABARI
3,85,1522,BELTOLA
3,57.5,1250,JALUKBARI
3,57.5,1250,JALUKBARI
3,54.28,1180,JALUKBARI
3,81.28,1950,KAHILIPARA
4,86.56,2200,UZAN BAZAR
3,61.36,1321,BELTOLA
3,74,1770,BORMOTORIA
3,65.4,1690,BARBARI VILLAGE
3,76.86,1695,SARANIA HILLS
3,65.85,1400,JALUKBARI
4,72,1810,BORJHAR
4,81,1685,NOONMATI
4,81.3,1840,LOKHRA
3,71.35,1695,SARANIA HILLS
4,104,2285,TARUN NAGAR
3,55.3,1400,JALUKBARI
3,38.53,948,BORJHAR
3,51.43,778,DHARAPUR
4,84.55,1948,BORJHAR
3,61.53,1323,DHARAPUR
3,62.28,1450,DHARAPUR
3,39,1150,SIX MILE
3,71.53,1560,HATIGAON
4,78.66,1958,NARIKAL BARI
4,91.53,2350,DHARAPUR
4,74.56,1958,NARIKAL BARI
1,24.75,450,JALUKBARI
2,36,850,KALA PAHAR
2,52,1000,ADABARI
3,60,1150,CHANDMARI
2,48.14,1003,REHABARI
2,38.5,800,LALMATI
2,66.02,1179,SREE NAGAR
3,82.6,1475,SREE NAGAR
3,65.38,1391,SIX MILE
2,60,1000,CHENIKUTHI
2,47,950,KALA PAHAR
2,43,890,TETELIA
3,52,1200,LAL GANESH
1,18,374,TETELIA
3,54.92,1144,TETELIA
2,55,1000,NOONMATI
2,48,1015,SARANIA HILLS
2,46.06,940,KHANAPARA
3,98.46,1641,LAL GANESH
2,64.6,1292,BORMOTORIA
3,75,1478,BAMUNIMAIDAM
3,180,1500,PATOR KUCHI
2,47,980,ULUBARI
4,117,2345,LAL GANESH
3,42,950,LAL GANESH
3,100,1627,UZAN BAZAR
3,63.36,1408,BORBARI
5,170,4000,SARANIA HILLS
3,65,1350,BORMOTORIA
3,66,1300,ZOO TINIALI
3,70,2880,JALUKBARI
2,40.59,990,GARCHUK
3,103,1775,SIX MILE
1,24,500,KALA PAHAR
3,45,900,KALA PAHAR
3,11.11,1111,BELTOLA
1,20.25,450,LAL GANESH
2,42.3,940,LAL GANESH
3,66.75,1375,BARSAPARA
3,62.16,1000,KALA PAHAR
2,39.99,850,KALA PAHAR
2,59.7,995,BORBARI
3,64.86,1380,BHETAPARA
2,37,900,DHARAPUR
3,6,1000,DISPUR
3,59.85,1151,LACHIT NAGAR
3,67.44,1297,LACHIT NAGAR
3,74.1,1425,LACHIT NAGAR
3,55.62,1236,BELTOLA
3,65,1390,SIX MILE
3,65,1450,BELTOLA
3,111,2014,MACHKHOWA
3,67.2,1200,CHRISTIAN BASTI
4,60,1450,DHIRENPARA
1,31.6,800,SIX MILE
3,67.5,1350,LAL GANESH
4,120,2300,KHANAPARA
2,26,750,KALA PAHAR
4,81,1800,KALA PAHAR
2,45,1031,LOKHRA
2,50,1100,SIX MILE
3,43,1120,BARSAPARA
2,37,885,DHARAPUR
3,122,1754,ULUBARI
3,45,1127,KHANAPARA
3,75,1575,ZOO TINIALI
1,300,7000,SIX MILE
4,65,1800,KAHILIPARA
3,70,1480,BELTOLA
2,38,843,SARUSAJAI
2,39.5,1250,AZARA
2,50,1050,CHANDMARI
3,55,1350,SIX MILE
2,67,1250,GEETANAGAR
3,70,1250,SIX MILE
2,56.4,1200,CHANDMARI
3,67.85,1297,LACHIT NAGAR
3,96.52,1670,BELTOLA
2,38,843,SARUSAJAI
3,63,1450,CHANDMARI
3,63,1360,KAHILIPARA
3,67,1410,KAHILIPARA
3,58.95,1310,LAL GANESH
3,54,1200,LAL GANESH
2,44.1,900,ADABARI
3,64.13,1210,BORMOTORIA
3,79,1580,LOKHRA
3,78.1,1502,HATIGAON
2,39.24,853,JALUKBARI
3,77.5,1550,BORBARI
2,42.57,990,SIX MILE
3,58.5,1300,LAL GANESH
3,77.91,1590,SIX MILE
3,90,1500,DIGHOLI PUKHURI
3,54.45,1210,LAL GANESH
3,69.43,1310,BORMOTORIA
3,60.95,1150,BORMOTORIA
3,98.53,1670,BELTOLA
3,97.35,1650,BELTOLA
3,61.88,1375,SIX MILE
2,55,1150,NARENGI TINALI
4,45,1732,SATGAON
1,30,730,DHARAPUR
2,43,960,JALUKBARI
2,25,1440,KAHILIPARA
2,36.32,995,BIKASH NAGAR
2,49.8,1200,DAKSHINGAON
4,138,2300,GANESHGURI
3,117,1563,KHANAPARA
4,146,2350,BORMOTORIA
1,23.4,450,LAL GANESH
2,66.37,1475,KHANAPARA
3,87.05,1741,SIX MILE
3,122,1580,LOKHRA
3,63.98,1391,SIX MILE
4,126,2800,LAL GANESH
2,46.96,999,RBI COLONY
1,22,650,LALMATI
3,80,2700,JAPORIGOG
4,79.99,1876,BELTOLA
4,80,1875,BELTOLA
3,75,1550,GANESHGURI
2,50,1057,JYOTIKUCHI
2,35,953,DHARAPUR
3,51,1200,BHETAPARA
2,59.73,1117,BELTOLA
2,43.72,965,GARCHUK
3,45.75,1250,BIKASH NAGAR
3,55.61,1264,BAMUNIMAIDAM
3,57.2,1300,BAMUNIMAIDAM
2,45.4,1056,LAL GANESH
3,65.61,1458,SIX MILE
2,39.1,850,BELTOLA
3,64,1300,JALUKBARI
3,65,1270,GANESHGURI
4,105,2000,SIX MILE
3,69,1243,UZAN BAZAR
3,82.18,1476,CHENIKUTHI
2,40,904,PATOR KUCHI
3,60,1350,BAMUNIMAIDAM
4,90,2250,BATAHGULI
2,33,953,DHARAPUR
3,67,1250,GANESHGURI
2,35,900,RUKMINI GAON
2,53,1050,LAL GANESH
4,180,2014,BELTOLA
2,50,900,NARENGI TINALI
5,240,4320,GHORAMARA
3,61,1190,KAHILIPARA
3,58.26,1369,GARCHUK
3,114,2540,GEETANAGAR
2,47.5,910,ADABARI
2,43.72,880,BELTOLA
3,65.15,1243,HATIGAON
2,40,800,BARSAPARA
3,77,1526,SIX MILE
3,57,1108,LOKHRA
3,56,1050,KAHILIPARA
3,59,1200,FATASIL AMBARI
3,57,1250,HATIGAON
3,48,1150,KAHILIPARA
3,74,1453,SIX MILE
3,55,1220,GANESHGURI
2,37.5,850,BELTOLA
2,48,1040,SIX MILE
2,42,1075,DHARAPUR
2,42,1075,AZARA
2,44,900,JALUKBARI
2,45,1100,TETELIA
3,78.8,1751,LAL GANESH
2,35,1000,KALA PAHAR
3,49,1200,KALA PAHAR
2,48,1015,ULUBARI
2,35,1000,HATIGAON
2,38,1000,LALMATI
2,38.55,1000,CHANDMARI
2,43,1060,ULUBARI
3,61.83,1389,BHETAPARA
3,120,2063,JAPORIGOG
4,120,2239,SREE NAGAR
3,82,1445,CHRISTIAN BASTI
3,101,1906,SARUSAJAI
3,79.71,1504,SARUSAJAI
4,143,2700,SARUSAJAI
3,55,1350,HATIGAON
3,80,1410,LAL GANESH
1,33,750,CHRISTIAN BASTI
5,120,3250,AZARA
2,46,1121,KAHILIPARA
3,142,1989,DISPUR
3,55,1350,HATIGAON
3,79,1494,TARUN NAGAR
2,53,1080,LOKHRA
4,90,2200,SIX MILE
1,17,500,JALUKBARI
3,51,1200,JALUKBARI
2,41,1000,JALUKBARI
3,44.8,1100,DHARAPUR
2,35.87,903,DHARAPUR
2,40,831,MALIGAON
3,53,1256,JALUKBARI
3,56,1341,GARCHUK
3,85.4,1596,DISPUR
2,45,1003,JALUKBARI
3,49,1170,LALMATI
3,56,1317,JALUKBARI
3,80,1530,BIRUBARI
3,61.5,1116,BIRUBARI
3,64.6,1435,HATIGAON
2,46,1000,SILPHUKURI
3,52.62,1203,JALUKBARI
3,57,1325,JALUKBARI
2,52,1124,SIX MILE
2,56,1230,SIX MILE
3,50,1250,LAL GANESH
3,47.5,1252,LOKHRA
3,85,1400,REHABARI
3,62,1380,BARSAPARA
3,36,850,JYOTIKUCHI
3,46,1070,LAL GANESH
4,108,2000,SIX MILE
3,50.8,1240,BAGHARBARI
3,62,1380,RUKMINI GAON
3,65,1270,GANESHGURI
2,62,1250,SIX MILE
2,63,1023,BELTOLA
2,33,850,ULUBARI
2,30,850,LACHIT NAGAR
5,875,7800,PALTAN BAZAAR
2,55,1100,LAL GANESH
3,50,1300,BHETAPARA
3,55,1150,DISPUR
3,87.5,4000,JYOTIKUCHI
2,55,1200,BELTOLA
3,67.5,1200,LAL GANESH
2,60,950,GANESHGURI
3,132,1580,LOKHRA
3,52,1200,MANIK NAGAR
2,60,950,CHRISTIAN BASTI
3,76,1250,DISPUR
2,48.87,904,CHANDMARI
3,50,1250,BATAHGULI
3,70,1224,BHANGAGARH
3,110,1800,BHANGAGARH
3,74.35,1476,LAL GANESH
3,56.75,1267,LAL GANESH
2,49.53,959,LAL GANESH
2,39.99,950,LAL GANESH
1,16.65,450,BARSAPARA
3,53,1350,HATIGAON
2,39.52,1040,BARSAPARA
2,48.9,1060,BELTOLA
3,45,1200,LALMATI
3,50,1200,LALMATI
2,44,908,SIX MILE
2,40,950,KALA PAHAR
5,125,2500,KAHILIPARA
2,47,980,ULUBARI
2,38,1000,SATGAON
3,45.6,1100,SATGAON
3,55,1200,PATOR KUCHI
4,105,2000,SIX MILE
3,97,1700,RBI COLONY
2,27.4,690,PATHAR QUARRY
3,45,1000,JAPORIGOG
3,45,1285,BAGHARBARI
3,76,1485,ZOO TINIALI
1,36.5,1000,LALMATI
2,43.83,950,GARCHUK
3,60.62,1321,GARCHUK
2,46,1103,SIX MILE
2,48,950,BELTOLA
4,77,1500,SIX MILE
3,76,1365,ZOO TINIALI
3,76,1365,ZOO TINIALI
3,70,1650,ZOO TINIALI
2,73,1200,BELTOLA
3,50,1350,PATHAR QUARRY
3,75,1220,RUKMINI GAON
2,43.57,882,KALA PAHAR
1,21,455,LAL GANESH
3,48.43,1040,JALUKBARI
3,51.62,1203,JALUKBARI
1,21,455,LAL GANESH
2,32.5,930,JALUKBARI
3,43,1220,GARCHUK
3,43,1230,GARCHUK
5,235,1600,SARUMOTORIA
3,68,1370,DISPUR
3,65,1300,GANESHGURI
2,37,900,KAHILIPARA
3,65,1288,SARANIA HILLS
4,57,1700,BELTOLA
3,52,1330,LOKHRA
2,50,1175,NARENGI TINALI
3,66,1350,JALUKBARI
2,37.5,1000,DAKSHINGAON
3,49.28,1408,KHANAPARA
3,50,1375,BAMUNIMAIDAM
4,93.22,1715,BELTOLA
3,75,1500,HATIGAON
2,37,872,KAHILIPARA
2,36,960,LAL GANESH
3,64.6,1284,GEETANAGAR
3,75,1400,SIX MILE
3,99,1990,DISPUR
1,40.56,962,AHOM GAON
2,50.02,1211,AHOM GAON
2,37,950,AHOM GAON
4,99.72,2519,AHOM GAON
3,86.61,2174,AHOM GAON
2,42.5,860,LAL GANESH
2,46.67,1123,AHOM GAON
4,160,2400,AMBARI
3,64,1030,GANESHGURI
2,31,750,LAL GANESH
4,70,1405,KAHILIPARA
5,96,2275,KAHILIPARA
3,64,1395,BASISHTA
2,43.29,902,LAL GANESH
3,65,1325,HATIGAON
3,77,1303,ZOO TINIALI
2,39,813,LAL GANESH
2,38.35,799,LAL GANESH
1,41.5,982,GARCHUK
2,50,1211,AHOM GAON
3,79,1494,TARUN NAGAR
3,75,1220,RUKMINI GAON
3,58,1200,BHANGAGARH
3,65.1,1350,DISPUR
3,78,1537,KHANAPARA
2,55,1280,BARBARI VILLAGE
2,44,904,CHANDMARI
4,88.26,1810,DISPUR
3,62,1368,KHANAPARA
3,66,1200,LACHIT NAGAR
2,32,1200,ANANDA NAGAR
1,320,7000,TARUN NAGAR
1,800,5500,ANANDA NAGAR
1,800,5000,ANANDA NAGAR
2,59.33,957,UZAN BAZAR
1,24,554,AHOM GAON
3,77,1303,ZOO TINIALI
2,37,880,PATOR KUCHI
2,44,902,HATIGAON
3,65,1325,HATIGAON
3,79,1494,TARUN NAGAR
2,40,1000,BELTOLA
3,75,1220,RUKMINI GAON
2,56,1250,LOKHRA
2,56,1250,LOKHRA
3,77,1303,ZOO TINIALI
2,37,880,PATOR KUCHI
3,79,1494,TARUN NAGAR
4,88.26,1810,DISPUR
2,48,1000,SIX MILE
3,99,3000,NORTH GUWAHATI
3,35,1700,BHASKAR NAGAR
2,60,1200,CHANDMARI
3,75,1300,GEETANAGAR
2,48,1029,LOKHRA
3,65,1300,CHANDMARI
3,72,1300,CHANDMARI
3,77,1303,ZOO TINIALI
2,37,900,DHARAPUR
4,162,3583,NOONMATI
2,55,1100,BORMOTORIA
2,47,1100,JALUKBARI
2,56,2000,DISPUR
3,250,2880,BELTOLA
2,48.59,1013,CHANDMARI
3,58,1200,BHANGAGARH
3,75,1540,BHETAPARA
3,70,1300,LACHIT NAGAR
3,70,1400,CHRISTIAN BASTI
3,58,1300,CHANDMARI
2,33,850,AZARA
4,151,2970,BELTOLA
2,58,1134,MATHGHARIA
4,146,2350,SIX MILE
2,51,1240,KHANAPARA
2,48,1150,KHANAPARA
2,56,900,BAMUNIMAIDAM
2,45,990,LALMATI
3,140,2010,CHANDMARI
2,58,1000,MALIGAON
2,47,970,ZOO TINIALI
2,52,1247,KHANAPARA
3,62,1500,KHANAPARA
2,32,800,HATIGAON
3,48,1200,MALIGAON
3,110,1800,BORBARI
3,78,1800,BHETAPARA
1,32,1000,KAHILIPARA
1,32,700,SIX MILE
2,46,920,ZOO TINIALI
9,250,5400,NARENGI TINALI
2,47,1030,DISPUR
2,30,690,SATGAON
2,31,840,DHIRENPARA
2,55,1400,ULUBARI
1,27,600,LAL GANESH
2,50,1200,HENGRABARI
3,55,1200,BAMUNIMAIDAM
4,130,1750,SIX MILE
3,61,1600,BORMOTORIA
3,65,1500,RUKMINI GAON
3,60,1250,HENGRABARI
3,55,1400,GEETANAGAR
2,55,1200,HENGRABARI
2,47,950,CHRISTIAN BASTI
3,45,1375,CHANDMARI
4,70,1982,JALUKBARI
3,65,1290,HENGRABARI
2,43,950,DHARAPUR
4,83,1900,BASISHTA
3,50,1200,BHETAPARA
3,46,1170,BAGHARBARI
3,67,1218,PALTAN BAZAAR
2,45,1050,DISPUR
3,117,1563,KHANAPARA
2,45,1000,BAGHARBARI
3,70,2300,CHANDMARI
3,95,1450,CHANDMARI
3,108,1666,MACHKHOWA
2,32,1000,KAHILIPARA
2,36,1085,NARENGI TINALI
4,138,2300,ZOO TINIALI
2,52,1056,MALIGAON
3,116,2100,KAHILIPARA
3,73,1250,ULUBARI
3,52.5,1250,LAL GANESH
3,80.6,1550,ZOO TINIALI
2,30,750,LALMATI
3,55.61,1264,BAMUNIMAIDAM
3,57.2,1300,BAMUNIMAIDAM
3,53.16,1320,DAKSHINGAON
5,90,2200,DISPUR
3,45.75,1250,BIKASH NAGAR
2,36.32,995,GHORAMARA
3,75,1481,LALMATI
2,48.57,1056,KHANAPARA
3,83.6,1520,BIRUBARI
3,70,1669,SARUSAJAI
3,68.67,1635,SARUSAJAI
2,56,1274,DHIRENPARA
3,64.4,1370,BHETAPARA
3,36,850,JYOTIKUCHI
2,43.72,965,GARCHUK
3,65,1375,LALMATI
2,43,860,DISPUR
3,60.2,1400,BORMOTORIA
3,58.1,1450,GANESHGURI
